std,mean,median,iqr,skew,kurt,nzc,hmob,hcomp,perm_entropy,svd_entropy,sample_entropy,app_entropy,spec_entropy,lziv,dfa,petrosian,katz,higuchi,delta,theta,alpha,sigma,beta,gamma,dt,da,ds,db,dg,td,ta,ts,tb,tg,ad,at,asi,ab,ag,sd,st,sa,sb,sg,bd,bt,ba,bs,bg,gd,gt,ga,gs,gb,ta_b,ta_ab,gb_da,E,std_psd,mean_psd,iqr_psd,skew_psd,kurt_psd,hmob_psd,hcomp_psd,WEn,mean_distance,central_tendency_measure,tsallisEnt,renyi,bubbleEnt1,bubbleEnt2,diffEnt,fuzzEnt
39.72262947852624,-0.1527213749691807,3.360253979570568,48.67795789596957,-0.23776371507944447,0.5545264382205435,191,0.09927808768396627,7.479856055123307,0.7995886724232342,0.3017525270816295,0.2884965463511546,0.376536045656485,0.3694948234377433,1430,1.4105914139296523,1.010860108038722,2.2138077698562046,1.3369492790410367,0.8881414680553275,0.08345640947756926,0.013592245776334633,0.004697548731235923,0.006346547942630455,0.003765780016902467,10.641980329791625,65.341775205512,189.06487593193268,139.94087432785062,235.84528678493174,0.09396747306519222,6.140001501655793,17.76594863670779,13.149890339121754,22.161785633515606,0.015304144964761282,0.16286640967926913,2.893476269006904,2.1416754272088667,3.609410458212294,0.005289189729561513,0.05628745306252951,0.3456050463283112,0.740173835240726,1.2474304686283506,0.007145875033317431,0.07604626154371318,0.46692416007370807,1.3510339765992552,1.6853209465620331,0.004240067773378503,0.04512271784127741,0.2770535553042339,0.8016478875167927,0.5933587914159305,15.29156576633062,4.86732831593491,0.011214317269522338,0.07996739958533249,0.004445105994289133,0.0006503225608050681,2.5003826047285676e-05,9.969117607104772,110.82525553258782,0.45434992538848223,1.861193252467701,-43166.838,0.9998691442030881,0.04316373033238921,0.9987997097439236,-41123.40564372552,0.0025874291256413606,0.0035321820527390857,0.1335678194878322,0.0019609267503943872
91.06125086475126,-0.037600154456688746,4.2166737266195184,58.36396141956153,0.12219808801682852,0.05563397039887841,129,0.036435219556835256,13.82850796187881,0.7601268218227507,0.14038791429520978,0.07721030902045552,0.10932180144768067,0.2185778923620038,1474,1.6412218008943555,1.0093010276988232,1.9435344103770602,1.1872369520147572,0.9909275285323689,0.007547503205718127,0.0007540421065967799,0.0002137291003289019,0.00038539517128813934,0.0001718018836989803,131.29209773393987,1314.1541034156892,4636.371589116585,2571.198609521512,5767.850195802308,0.007616604633939773,10.009392233786906,35.313409330332085,19.58380324406105,43.931434529218286,0.0007609457653412532,0.0999061657934115,3.5280273272867615,1.956542693766713,4.389021181618484,0.00021568590454384618,0.028317854859203878,0.28344451650522007,0.5545712978565268,1.244043986755021,0.00038892367018901556,0.05106260451749883,0.511105637094385,1.8031946547993005,2.243253467251866,0.00017337482182317671,0.022762744051412927,0.22784123352789165,0.8038300981691264,0.4457811007977919,21.540345937827762,7.285653605896283,0.0005618709387007196,0.17168663016828495,0.020119804746966556,0.0014545033177094512,3.410199935775285e-06,17.359601025186244,319.4974777966877,0.9559559229587691,1.493749769361263,-43691.304,1.0,0.023384054723061237,0.9985272216796875,-52091.54858285008,0.0006640345682461524,-0.0020068496918644874,0.1698220031589983,0.0005695518238471031
46.2824028083258,0.05759670253087997,1.1604581838474317,57.93854073752628,0.05969758639765643,-0.09934321560297255,183,0.07907956045538893,6.768631684628624,0.7151909885603999,0.24914050191747358,0.26170798616327157,0.3058890135060457,0.29023836042572365,1355,1.3559130785151725,1.0077031569882002,2.325659182726653,1.1422471139132333,0.8693095485064068,0.11257316912926218,0.013388448691156477,0.00202592674453943,0.0017920048842888755,0.0009109020443461503,7.722173544818853,64.92981887293747,429.0922911450255,485.10445263176643,954.3392222051727,0.12949721916971732,8.408230985238832,55.56625847044353,62.819677622661615,123.58427542016082,0.01540124425661684,0.11893108095573986,6.608555184555885,7.471212164954248,14.698011464851598,0.0023305009682917325,0.017996532923517137,0.15131900575438761,1.1305363965809625,2.224088481427934,0.0020614117115908665,0.01591857898422674,0.13384708905614698,0.8845358743197134,1.9672860494842612,0.001047845437693863,0.008091644318018681,0.06803641447629642,0.44962239962592176,0.5083144874951752,70.29088978761585,8.297618855352502,0.003062097044760902,0.1371784737560668,0.009896040301918981,0.0011491482365212548,1.3598742364368094e-05,13.604413823499293,201.7082745552273,0.748359451763872,1.7603410670385684,-36599.705,1.0,0.04785887778752001,0.9990604315863715,-52425.0046848767,0.004212775021891546,0.008904127639109749,0.38106205945509475,0.002138652609403935
13.522178243955572,0.10140039179008767,1.3645309263391807,10.694503742780213,-1.3503301714904035,4.161569650669307,367,0.13689787307589887,4.06770092574691,0.774222960146883,0.3595692349506358,0.2842755600247128,0.393586189986892,0.3461563191003939,960,1.1681392193942588,1.009873339251632,2.0426124084042976,1.2420665393232755,0.4991131232754356,0.40662303908739045,0.07137680786638233,0.010529145745178863,0.008993416775301554,0.0033644672503105955,1.2274590352667336,6.992651229370994,47.403002613385986,55.497608500268804,148.3483375352693,0.8146911393932543,5.696850997435896,38.61880620976084,45.21340990268475,120.85807613370363,0.14300727538072172,0.1755355722749448,6.778974248605562,7.936561781769424,21.214891558178515,0.021095710078871947,0.02589411994167887,0.14751494301747797,1.17076145899241,3.129513519326678,0.018018794449406888,0.02211733205153855,0.1259991451584283,0.8541449603752996,2.67305820095925,0.00674089117960121,0.008274167784151337,0.04713670099409449,0.31953848220318676,0.3741033396284231,53.14997168445417,5.947474317570328,0.021661879291853984,0.09399270592280358,0.0035582695916084863,0.0006247471283755609,2.6299738169119895e-05,9.028984087269679,95.19718670895618,0.7182042415847871,1.8319720271121236,-49394.381,0.9969516419564917,0.04954819361693421,0.9984723578559028,-46169.070947451895,0.007184725896696609,0.01210406453835633,0.03625705009088908,0.004321671221762857
12.25058004295964,-0.1681149777323606,0.1120641097224607,12.18391507514318,0.240021559883974,3.671186297359112,336,0.11351767243880576,6.601927252120334,0.7908566795057265,0.33014004013859544,0.36711166972992026,0.4429587384057432,0.40584686367985745,875,1.3739615306333472,1.010497614775485,2.1597987509862318,1.3592896003331285,0.8782956406470279,0.08502566025703175,0.016817302253517255,0.0062642017875220645,0.009295965115428816,0.004301229939472654,10.329771483008173,52.225715361887886,140.20870821826702,94.48138302383387,204.19639335875868,0.09680756264985506,5.05584421182946,13.573263304895134,9.14651240632475,19.76775514295248,0.019147655385296218,0.19779090456550075,2.6846680269809267,1.8090969624665472,3.9098821709539004,0.007132224615059362,0.07367425043904914,0.37248553264314066,0.6738624456674397,1.4563745430196826,0.010584095702195003,0.10933128995796332,0.5527619695058172,1.4839823860632735,2.161234169352158,0.004897246144025034,0.05058743356382153,0.25576218317495447,0.6866365556806393,0.4626985886956227,10.955609368791297,3.9000467108019112,0.015190479774363217,0.042545906335887625,0.0026309656123963314,0.00036053244685327573,1.76281439392638e-05,10.794418377414122,128.0925739836216,0.5190533122834867,1.9730163665488594,-54778.759,1.0,0.037702694875266674,0.9981003146701389,-34157.775423280036,0.0004974463402019902,-0.0003452590836370284,-0.28402579475481293,0.0013677522764945493
50.58050504902654,0.3095785531364658,0.9515783208660786,26.78128596513386,0.25704783186773195,3.0129039331078404,248,0.04137334687071339,15.311008210845873,0.7750308880580291,0.158337439766482,0.09332986032926736,0.12938980683684242,0.24998194970172968,1222,1.6384946290879652,1.009873339251632,1.8227636909633806,1.2484778040913065,0.9884002780666827,0.009232173071909665,0.001087767960037956,0.0003198669958485712,0.0006406381940631246,0.0003192757114583793,107.06041474396159,908.6499275380331,3090.0352049281228,1542.8369510689706,3095.7578124308097,0.0093405205125679,8.487263286912333,28.86253721618808,14.410900189007437,28.915989348952305,0.001100533846637151,0.1178236100607408,3.4006883303237636,1.6979442844938681,3.4069862535714908,0.0003236209083977932,0.03464698867288534,0.2940581149654472,0.49929429561462185,1.0018519554384238,0.0006481566307490494,0.06939191770704199,0.5889474755634194,2.0028268073221605,2.0065359533202014,0.00032302268477998067,0.0345829426042527,0.2935145391184703,0.9981514679605399,0.49837133411205853,16.108844473501303,5.970784706743234,0.0009701116747958992,0.07102430083161097,0.007396362814343068,0.0005852310812079411,2.5190067355635373e-06,16.614275281425748,293.6610126644705,0.8908508832858809,1.5625011611571389,-59745.24,1.0,0.01659453893876758,0.9975862291124132,-42269.86524309892,0.002038353947359517,0.002848533170142664,-0.29151784779792117,0.00030431906745242987
18.317394157089723,-0.2422433282371512,0.6555280323120121,21.93694206098592,-0.26487062004905426,1.3833775805431454,726,0.36383311877700814,2.4912275637832892,0.831950345473277,0.6467567011530563,0.5934776923464655,0.8488107281394401,0.6809182065785763,1313,1.1091216621390025,1.0122744899119662,2.8600159234458062,1.6531815063224549,0.6593708692157917,0.08858559178243545,0.04837722999969167,0.019746258017430053,0.10112204711276557,0.08279800387188567,7.44331957317838,13.629777257192984,33.392193530225526,6.520545104080999,7.96360828017115,0.13434865857479084,1.8311422911770692,4.4861964076556085,0.8760264879097022,1.069900089856091,0.07336877053308113,0.5461072057689159,2.4499441847153527,0.4784043774919245,0.584280148523222,0.029947119200025976,0.22290597850185942,0.40817256419096143,0.1952715414810595,0.23848712642859932,0.15336141136024536,1.1415179949479755,2.09028187668889,5.12107392820984,1.2213102053671838,0.12557121907790628,0.9346667127904502,1.7115077459460448,4.193098449275794,0.8187927977719244,1.3544308654016266,0.916143706026753,0.2598665417660901,0.07421119263111747,0.0028011898491358852,0.0005773299715704842,0.0003393286040917025,8.947990196069247,90.39931578663492,0.6118842946876176,2.035961556540132,-45314.814,0.9666009204470742,0.10051782043512496,0.9987230088975695,-40963.00577421822,-0.0014105341552442807,-0.0036243626269326645,0.08864235204771125,0.02271645450516291
39.47924476605296,-0.0014832054748344999,1.0747775477725732,12.774033061861541,-8.228476995808041,89.85140945899231,478,0.05718801002182041,12.368209039009027,0.8202191027629115,0.20377268164557738,0.12429053865196368,0.1508725880634676,0.2825078627603963,1153,1.5785552775197302,1.0117490384308931,1.570077617196303,1.4093126837869956,0.9718726792240527,0.020516535244101793,0.002853622049154091,0.0011720026535596104,0.0022105861817085836,0.0013745746474232593,47.37021469077982,340.5751225927583,829.241022852873,439.64478167183825,707.0352134355884,0.02111031175450089,7.189647013760487,17.505536512045346,9.281038402331983,14.925733777035347,0.002936209763024139,0.13908888685161722,2.434825587200729,1.2908893002074675,2.0760036964914304,0.0012059220087299318,0.05712478445387333,0.4107070359605019,0.5301773182413355,0.8526293248290409,0.0022745635606029433,0.107746564193586,0.7746597634973683,1.8861614135382576,1.608196532543714,0.0014143567123635222,0.06699838111400556,0.48169471070309716,1.172842606839154,0.6218145480131596,10.571927702539451,4.614770212415779,0.0036781205395287216,0.2518396436404204,0.01331273472962486,0.001646868875292074,2.118336769787293e-05,10.327136074389783,115.22388516183618,0.504488554090672,1.638148383977535,-57621.005,1.0,0.04061272908984046,0.9977978854709202,-38063.69529281342,-0.0008499248947969607,-0.0019260332383663759,-0.2751712069454594,0.002045046651142135
29.32043610209292,-0.23210492783878733,0.2669401306364436,31.6999980719728,-0.412168786898404,1.4772410805709164,273,0.09658704523208154,7.914514252619782,0.8102099293828234,0.2971246943224521,0.28306690083538844,0.3568389626890842,0.37572479540084874,1216,1.4254294521192377,1.0113133228578735,2.1956788885226275,1.3845362524822804,0.9043048131855781,0.07402925578343748,0.010049545394972347,0.0036945053796700886,0.0048257677181380194,0.003096112538204064,12.21550593228978,89.98464882182529,244.7701979706768,187.3908704280728,292.0775010685272,0.08186316682607933,7.366428318287246,20.03766355052598,15.340410087537538,23.910389196117208,0.011113006641611247,0.1357509985561779,2.720132835716631,2.0824759876444854,3.245859209239759,0.00408546468602276,0.04990601810827143,0.36762910504572677,0.7655787836169582,1.193272316197243,0.005336439271110783,0.06518730557355792,0.48019761376990117,1.3062012968482808,1.5586538469099904,0.0034237488212602173,0.04182282403677433,0.30808483533523895,0.8380316767817347,0.6415792717430403,17.422886075182024,5.652237404287438,0.008663906046929182,0.11132414924652559,0.007537535885596116,0.0009612995702074364,3.289650388320406e-05,11.280246594582605,138.09808588511004,0.4979801844345316,1.8208497300174749,-42714.724,0.9993380113862042,0.04847749780456059,0.9988661363389757,-49032.55297028068,0.0007649936876623631,0.0006405519671304205,0.25121727898488244,0.0025643957182250876
45.788241964691586,0.22311892438695657,3.4060342925596494,52.185573500564644,-0.4809318203493864,0.5910780188957308,203,0.07021889316215699,10.390524141101618,0.8019479969127538,0.23700854805156069,0.2127195435388046,0.25587115676536953,0.37722220203344353,1449,1.4958951716260576,1.01095734269934,2.1439260602847727,1.3418132440734118,0.9134494088829603,0.06491132361380965,0.008988072018277646,0.004268722229371137,0.0059342458761260245,0.002448227379455494,14.072265947271907,101.62907095375071,213.98661233985436,153.92847346582738,373.10644286892955,0.07106176103741581,7.221940754570009,15.206265511300863,10.938428398282825,26.513600884672105,0.009839704236350633,0.13846693485642414,2.105564975962786,1.5146106524566878,3.6712570465071215,0.004673189547072207,0.06576236612841124,0.4749319120597275,0.7193369331972861,1.7435971287603753,0.006496523856075291,0.09142081143548789,0.66023568392181,1.3901691319465992,2.4238949069533935,0.0026802002997072206,0.03771649140943788,0.27238626642920905,0.5735269825266105,0.4125591407165855,12.453039050739513,4.952273243006158,0.00908730773536185,0.12668761821690847,0.009365890927268831,0.0010204859534573753,1.8747097787374896e-05,13.038504204563786,182.91697942933723,0.6580205806206497,1.6883743782742213,-40351.709,0.9997377049180328,0.03938356288528696,0.9989839341905382,-50129.69648650318,0.0014098178486074975,0.0028281018960051307,0.3308810958496186,0.0015559974418981604
